Unnamed: 0,index,content,type,label,kn_id
10761,25455,△ ACE≌△ BCD． 解析： ∵∠ ACB=∠ ECD=90° ， ∴∠ ACD+∠ BCD=∠ ACD+∠ ACE， 即∠ BCD=∠ ACE， ∵BC=AC，DC=EC， ∴△ ACE≌△ BCD．,普通题,SAS,34
10762,9606,2 * x^2+3xy． 解析： ∵x=√(2)-1，y=√(2)+1， ∴2 * x^2+3xy =2{(√(2)-1)^2}+3× (√(2)+1)(√(2)-1) =2(3-2√(2))+3× (2-1) =6-4√(2)+3 =9-4√(2)．,普通题,整式乘除化简求值-直接代入化简求值,71
10763,54672,依照以下图形变化的规律，则第123个图形中黑色正方形的数量是（ ）． 解析： 第1个图形中黑色正方形的数量是2， 第2个图形中黑色正方形的数量是3， 第3个图形中黑色正方形的数量是5， ...  发现规律： ∵当n为偶数时，第n个图形中黑色正方形的数量为：(n+n/2)个， 当n为奇数时，第n个图形中黑色正方形的数量为： (n+n+1/2) 个． ∴第123个图形中黑色正方形的数量为：123+62=185（个）． 故选D．,普通题,数列找规律-图形类的等差数列,135
10764,31409,若这3年内的建设成本不变，则到2021年底建设了多少万平方米廉租房？ 解析： 建设成本：8/ 2=4万平方米/亿元， 廉租房面积：9.5× 4=38万平方米． 答：每年该地市政府投资的增长率为50%，2021年底共建设了38万平方米．,普通题,有理数乘除法与实际问题,80
10765,1277,5x+1/6-2x-1/3=1． 解析： \begineqnarray 5x+1/6-2x-1/3&=&1\\ 5x+1-4x+2&=&6\\ x&=&3．\endeqnarray,普通题,常规一元一次方程解法,25
10766,1212,计算|2-√(5)|= ． 解析： ∵√(5)>2， ∴原式=√(5)-2．,普通题,二次根式的加减以及混合运算,41
10767,56158,本次被调查的市民共有多少人？ 解析： 90/ 45%=200（人）． 答：本次被调查的市民共有200人． 若该市有100万人口，请估计持有A、B两组主要成因的市民有多少人？ 组别 雾霾天气的主要原因 百分比 A 工业污染 45% B 汽车尾气排放 m C 炉烟气排放 15% D 其他（滥砍滥伐等） n 解析： 由题意得，100× ( 45%+30% )=100× 75%=75万（人）． 答：估计持有A、B两种主要成因的市民有75万人． 分别补全条形统计图和扇形统计图，并计算图2中区域B所对应的扇形圆心角的度数． 解析： 补全统计图如图所示： 由题意可得m=30%，n=10%， 图2中区域B所对应的扇形圆心角为：360× 30%=108° ．,复合题,用样本估计总体,106
10768,34405,请根据你归纳出来的规律求{3^2019}+{3^2018}+{3^2017}+*s {3^2}+3+1的结果． 解析： 原式\begineqnarray&=&1/2× ( 3-1 )× ( 1+3+{3^2}+*s +{3^2019}+{3^2020} )\endeqnarray \begineqnarray\ &=&{3^2020}-1/2．\endeqnarray,普通题,算式找规律,18
10769,50862,一次函数y = ax + b和一次函数y = bx + a图象正确的是（ ）． 解析： A选项B选项． C选项D选项． 故选B．,普通题,一次函数的图象特征与性质,75
10770,35044,"若抛物线y={x^2}-4x+m与直线y=kx-13(k≠ 0)交于点(2,-9)，则关于x的方程{x^2}-4x+m=k(x-1)-11的解为 ． 解析： ∵抛物线y={x^2}-4x+m与直线y=kx-13(k≠ 0)交于点(2,-9)， ∴-9={2^2}-4× 2+m，-9=2k-13， 解得，m=-5，k=2， ∴抛物线为y={x^2}-4x-5，直线y=2x-13， ∴{x^2}-4x-5=2(x-1)-11， 解得，{x_1}=2，{x_2}=4． 故答案为：{x_1}=2，{x_2}=4．",普通题,一次函数与二次函数的交点,81
10771,50427,{(-2xy)^2}+3xy* 4 * x^2y/ (-2x)． 解析： 原式=4 * x^2{y^2}+12 * x^3{y^2}/ (-2x) =4 * x^2{y^2}-6 * x^2{y^2} =-2 * x^2{y^2}．,普通题,整式乘除的综合,27
10772,4937,函数y=2√(3x-1)/5x-3中自变量x的取值范围是 ． 解析： 解：由题意得，3x-1>= 0且5x-3≠ 0， 解得x>= 1/3且x≠ 3/5． 故答案为：x>= 1/3且x≠ 3/5．,普通题,函数自变量的取值范围,98
10773,9648,设每个小长方形的宽为x，由图乙可知每个小长方形的长可表示为 ． 解析： 由图可知3倍的长等于5倍的宽， 故图乙可知每个小长方形的长可表示为5/3x． 故答案为：5/3x．,普通题,列代数式,16
10774,13562,下列二次根式中，是最简二次根式的是（ ）． 解析： 因为：A．√(16a)=√({4)^{2}× a}=4√(a)，可化简． C．√(b/a)=√(ab/a× a)=√(ab)/a，可化简． D．√(45)=√({3)^{2}× 5}=3√(5)，可化简． 所以，这三个选项都不是最简二次根式． 符合条件的只有B选项√(3b)， 故选：B．,普通题,最简二次根式,126
10775,34150,如图，在Rt△ ABC中，∠ C=90° ，AC=BC，AD是∠ CAB的平分线，过点B作BE⊥ AD，交AD的延长线于点E．若AD=3，则BE= ． 解析： 延长AC、BE交于点M， ∵AD平分∠ CAB，BE⊥ AD， ∴∠ CAD=∠ BAD，∠ AEB=∠ AEM=90°． ∴在△ AEM和△  AEB中，\left\ \begin{arrayl ∠ CAD=∠ BAD\\AE=AE\\∠ AEM=∠ AEB \endarray\right. ． ∴△ AEM≌△ AEB(ASA)． ∴BE=ME，BM=2BE． ∵∠ ACB=90°， ∴∠ BCM=90°． ∵∠ CDE=∠ ACD+∠ DAC，∠ CDE=∠ DEB+∠ DBE，且∠ DCA=∠ DEB=90°， ∴∠ DAC=∠ DBE． ∴在△ ACD和△ BCM中，\left\ \begin{arrayl ∠ DAC=∠ CBM\\AC=BC\\∠ ACD=∠ BCM \endarray\right. ． ∴△ ACD≌△ BCM(ASA)． ∴AD=BM=2BE． ∵AD=3， ∴BE=3/2．,普通题,ASA,82
10776,18965,先化简，再求值：12( {a^2}b-1/3a * b^2 )+5(a * b^2-{a^2}b)-2 * a^2b，其中a=1/5，b=-5． 解析： 先将式子化简，结构相同的合并在一起， 12( {a^2}b-1/3a * b^2 )+5(a * b^2-{a^2}b)-2 * a^2b =12 * a^2b-4a * b^2+5a * b^2-5 * a^2b-2 * a^2b =(12-5-2){a^2}b-(4-5)a * b^2 =5 * a^2b+a * b^2， 将a=1/5，b=-5代入5 * a^2b+a * b^2=ab(5a+b)=(-5)× 1/5×  5× 1/5+(-5) \=4．,普通题,整式加减化简求值-直接代入化简求值,143
10777,40850,计算(2m-3)(3m+2)的结果是（ ）． 解析： (2m-3)(3m+2) =6m^2+4m-9m-6 =6m^2-5m-6． 故选B．,普通题,多项式乘多项式,17
10778,11727,“x的3倍与6的差”用代数式表示为 ． 解析： “x的3倍与6的差”用代数式表示为3x-6．,普通题,列代数式,16
10779,31784,已知x、y满足方程组条件表达式：x+2y=3+√(2) \\ 2x-3y=1-√(2) \\，则3x-y的值为 . 解析： ∵x，y满足方程条件表达式：x+2y=3+√(2)① \\ 2x-3y=1-√(2) ②\\， ∴①+②得3x-y=4． 故3x-y的值是4．,普通题,加减消元法解二元一次方程组,83
10780,40415,如图，在网格中，小正方形的边长均为1，点A、B、C都在格点上，则∠ ABC的的正切值是（ ）． 解析： 延长BA至格点D，连接CD， ∵AD和CD都是小正方形的对角线， ∴∠ BDC={90^° }}， CD=√({1)^{2}+{1^2}}=√(2)，BD=√({2)^{2}+{2^2}}=2√(2)， ∴在Rt△ BCD中， tan ∠ ABC=CD/BD=√(2)/2√(2)=1/2， 故选D．,普通题,解直角三角形的综合应用,37
10781,42044,在数轴上表示有理数a，-a，-b-1的点如图所示，则（ ）． 解析： ∵a与-a互为相反数， ∴根据图示知，a<}0<{-a <}-b-1， ∴|-a|=|a|<{|-b-1|=|b+1|，则|b+1|>|a|，故B选项错误； ∴-b>-a ，故A选项错误； ∴|a|<}|b|，故{C选项错误； ∴b-1<}a，故{D选项正确． 故选：D．,普通题,有理数比较大小-利用数轴,117
10782,14308,{( -2/3 )^3}． 解析： {( -2/3 )^3}=( -2/3 )× ( -2/3 )× ( -2/3 )=-( 2/3× 2/3× 2/3 )=-8/27．,普通题,有理数乘方运算,6
10783,49094,{x^2}-6x+7=0． 解析： {x^2}-6x+7=0 {x^2}-6x+9=2 {(x-3)^2}=2 ∴x-3=± √(2) 解得：{x_1}=3+√(2)，{x_2}=3-√(2)．,普通题,配方法求一元二次方程的根,74
10784,7826,如果{x^2}+2mx+9是一个完全平方式，则m的值是（ ）． 解析： {x^2}+2mx+9可由{(x+3)^2}或{(x-3)^2}展开， 所以2mx=± 2× 3x，m=± 3． 故选D．,普通题,利用完全平方式求参数的值,26
10785,16234,如图，在平行四边形ABCD中，CH⊥ AD于点H，CH与BD的交点为E．如果∠ 1=70° ，∠ ABC=3∠ 2，那么∠ ADC= ° ． 解析： 在平行四边形ABCD中，AD//BC，∠ ABC=∠ ADC（也可由内错角相等得到）， ∵CH⊥ AD于点H， ∴ ∠ AHC=∠ HCB=90° ， ∵ 在Rt△ BEC中，∠ 1=70° ， ∴ ∠ 2=90° -70° =20° ， ∴∠ ADC=∠ ABC=3∠ 2=60° ．,普通题,平行四边形性质综合应用,10
10786,12862,{(x+1)^2}=9． 解析： {(x+1)^2}=9 x+1=± 3， {x_1}=2，{x_2}=-4．,普通题,直接开平方法求一元二次方程的根,52
10787,17734,如图，在△ ABC中，点D、E分别为AB、AC边上的点，连接DE，且DE//BC，点F为BC边上一点，连接AF交DE于点G，则下列结论中一定正确的是（ ）． 解析： A选项：∵DE//BC， ∴BD/AB=FG/AF，故A错误； B选项：∵DE//BC， ∴△ AGE\backsim△ AFC，△ ADG\backsim△ ABF， ∴DG/BF=AG/AF，故B错误； D选项：AG/AF=GE/FC，故D错误； C选项：∴DG/BF=GE/FC，故C正确． 故选C．,普通题,相似三角形的性质与判定综合,11
10788,3022,把一块直尺与一块含30°的直角三角板如图放置，若∠1＝34°，则∠2的度数为 ． 解析： 【分析】先根据余角定义求出∠3，再根据平行线的性质可求∠2．【详解】解：∵∠CEF=90°，∴∠1+∠2=90°．∵∠1＝34°，∴∠2=90°-34°=56°．∵AD//BC，∴∠2=180°-∠3=180°-56°=124°，故答案为：124°．【点睛】本题考查了平行线的性质，熟练掌握平行线的性质是解答本题的关键．平行线的性质：①两直线平行同位角相等，②两直线平行内错角相等，③两直线平行同旁内角互补．,普通题,平行线的性质,1
10789,7626,用含n的代数式表示n张方形餐桌拼在一起可以坐的人数． 解析： 当有n张桌子可坐人数为：2n+2．,普通题,数列找规律-其他数列规律,45
10790,34474,当b=a+2时，利用根的判别式判断方程根的情况． 解析： 因为\Delta ={b^2}-4ac， ={( a+2 )^2}-4a， ={a^2}+4>0， 故方程有两个不相等的实数根．,普通题,一元二次方程根的判别式,153
10791,28734,如图，在正方形ABCD中，点E在边CD上，CE=3．若△ ABE的面积是8，则线段BE的长为 . 解析： 如图， 过E作EM⊥ AB于M， ∵四边形ABCD是正方形，∴AD=BC=CD=AB，∴EM=AD，BM=CE， ∵△ ABE的面积为8，∴1/2× AB× EM=8，解得：EM=4， 即AD=DC=BC=AB=4，∵CE=3， 由勾股定理得：BE=√(B * C^2+C * E^2)=√({4)^{2}+{3^2}}=5．,普通题,正方形的性质,145
10792,53020,求表中a的值． 解析： 由题意得600/a=160/a-110， 解得a=150， 经检验，a=150是原分式方程的解．,普通题,分式方程的经济问题,109
10793,34480,据统计，某市全社会用于环境保护的资金约为60800000000元，这个数用科学记数法表示为（ ）． 解析： 60800000000=6.08× {10^10}， ∴60800000000用科学记数表示为6.08× {10^10}． 故选D．,普通题,科学记数法：表示较大的数,56
10794,29122,求出a，b，c，d的值，并补全频数分布直方图． 解析： a=50× 0.16=8， b=50× 0.24=12， c=10/ 50=0.2， d=2/ 50=0.04． 补全直方图如下：,普通题,统计图综合应用,7
10795,15532,请用列表或画树形图（树状图）的方法，求出骰子向上一面出现的数字与卡片上的数字之积为6的概率． 解析： 如图所示： 共18种情况，数字之积为6的情况数有3种，P_(数字之积为6)=\frac 318=\frac 16．,普通题,树形图,33
10796,5936,点P、Q是矩形的边CD、AB上的两点，连接PQ、CQ、MN，如图②所示，若PQ=CQ，PQ//MN，且AB=4cm，BC=3cm，求PC的长． 解析： 如图， 作QG⊥ DC于G， 可证明四边形PNMQ为平行四边形，得MQ=NP． 设BQ=x，MQ=y，则PC=2x，CN=2x+y，AC=5． 设DN=a，则NF=a，NC=4-a，CF=5-3=2． 在Rt△ CNF中， ∵C * N^2=N * F^2+C * F^2， ∴{( 4-a )^2}={a^2}+{2^2}，解得a=3/2． ∴CN=4-a=4-3/2=5/2，则BM=3/2． ∴条件表达式：x+y=3/2 \\ 2x+y=5/2 ，解得条件表达式：x=1 \\ y=1/2 ， ∴PC=2x=2cm．,普通题,勾股定理与实际问题,108
10797,30651,c* {c^11}． 解析： c* {c^11} ={c^1+11} ={c^12}．,普通题,同底数幂的乘法,120
10798,22984,计算：-0.5+( -31/4 )-2.75-( -71/2 ) ． 解析： 原式=-0.5-31/4-2.75+71/2 =-1/2-13/4-11/4+15/2 =14/2-24/4 =7-6 =1．,普通题,有理数加减混合运算,102
10799,52505,化简求值3 * x^2y- 2x * y^2-2( xy-3/2 * x^2y )+xy \+3x * y^2，其中x=3，y=-1/3． 解析： 原式=3x^2y+3xy^2-2xy^2+2(xy-3/2x^2y )-xy =3x^2y+3xy^2-2xy^2+2xy-3x^2y-xy =3x^2y-3x^2y+3xy^2-2xy^2+2xy-xy =xy^2+xy， 当x=3，y=-1/3时， 原式=3× (-1/3 )^2+3× (-1/3 ) =1/3-1 =-2/3．,普通题,整式乘除化简求值-直接代入化简求值,71
10800,10513,( -4x-3 * y^2 )( 3 * y^2-4x )= ． 解析： 原式={( -4x)^2}-{( 3 * y^2)^2}=16 * x^2-9 * y^4．,普通题,平方差公式的计算,50
10801,36068,点A对应的数是 ，点B对应的数是 ． 解析： ∵AB=BC=20， 点C对应的数是10， 点A在点B左侧，点B在点C左侧， ∴点B对应的数为10-20=-10， 点A对应的数为-10-20=-30． 故答案为：-30；-10．,普通题,数轴上两点间距离,129
10802,47685,"求抛物线对应的函数关系式． 解析： 根据题意，设抛物线的解析式为：y=a{( x+1 )^2}+k， ∵点A( 1,0 )，B( 0,3 )在抛物线上， ∴条件表达式：4a+k=0 \\ a+k=3 \\， 解得：a=-1，k=4， ∴抛物线的解析式为：y=-{( x+1 )^2}+4， 故答案为：y=-{( x+1 )^2}+4．",普通题,二次函数顶点式,140
10803,6468,"求一次函数的解析式． 解析： ∵反比例函数y=-12/x的图象过点B(a,4)， ∴4=-12/a，解得：a=-3， ∴点B的坐标为(-3,4)， 将A(2,-6)、B(-3,4)代入y=kx+b中， 条件表达式：2k+b=-6 \\ -3k+b=4 \\ ， 解得：条件表达式：k=-2 \\ b=-2 \\ ， ∴一次函数的解析式为y=-2x-2．",普通题,反比例函数与一次函数综合,133
10804,32085,若不等式3(x-1)>2(x+1)的解都是不等式ax>b的解，求a，b所需要满足的条件． 解析： 由3(x-1)>2(x+1)，得x>5， 当a>0时，由ax>b得x> b/a ，若使不等式ax>b的解集包含不等式3(x-1)>2(x+1)的解集，应有 b/a<= 5 ，即b<= 5a； 当a=0且b<0时，ax>b恒成立，即ax>b的解集是全体实数，符合题意； 当a=0且b>= 0时，ax>b不成立，不符合题意； 当a<0时，由ax>b得x< b/a 不符合题意． 综上可知，a，b应满足的关系是a=0且b<0或a>0且b<= 5a．,普通题,由不等式（组）的解集求参数的范围,31
10805,3855,2(x+8)=3(x-1)． 解析： 2(x+8)=3(x-1) 2x+16=3x-3 2x-3x=-3-16 -x=-19 x=19．,普通题,常规一元一次方程解法,25
10806,10102,已知a=√(7)+2，b=√(7)-2，求{a^2}-{b^2}的值． 解析： ∵a=√(7)+2，b=√(7)-2， ∴a+b=2√(7)，a-b=4， ∴{a^2}-{b^2} =(a+b)(a-b) =2√(7)× 4 =8√(7)．,普通题,二次根式的四则混合运算,64
10807,22143,计算： {(-1)^2015}= ． 解析： {(-1)^2015}=-1,普通题,有理数乘方运算,6
10808,9404,如图②，在△ ABC中，AB=AC，∠ BAC={90^° }}，D为BC边上一点（不与点B，C重合），将线段AD绕点A逆时针旋转{90^° }}得到AE，连接EC，请判断线段AC，CD，CE之间的数量关系，并说明理由． 解析： ∵∠ DAE={90^° }}，∠ BAC={90^° }}， ∴∠ DAE=∠ BAC， ∠ DAE-∠ DAC=∠ BAC-∠ DAC， ∴∠ BAD=∠ CAE， ∵将AD旋转{90^° }}， ∴AD=AE， 在△ ABD和△ ACE中， ∵条件表达式：AB=AC \\ ∠ BAD=∠ CAE \\ AD=AE \\ ， ∴△ ABD≌△ ACE(SAS)．,普通题,SAS,34
10809,40298,符合题意的运输方案有几种？请你帮助设计出来． 解析： 设用大型车x辆，则中型车有( 30-x )辆，由题意，得 条件表达式：8x+3( 30-x )>= 170 \\ 5x+6( 30-x )>= 162 \\， 解得16<= x<= 18， ∵x为正数， ∴x=16，17，18， ∴30-x=14，13，12， ∴符合条件的运输车辆有3种， 分别为：大型车16辆，中型车14辆；大型车17辆，中型车13辆；大型车18辆，中型车12辆．,普通题,不等式组的方案选择问题,39
10810,56559,若∠ AOD=25° ，则∠ AOC= ，∠ BOD= ，∠ BOC= ． 解析： ∠ AOC=∠ COD-∠ AOD=90° -25° =65° ， ∠ BOD=∠ AOB-∠ AOD=90° -25° =65° ， ∠ BOC=∠ COD+∠ DOB=90° +65° =155° ． 故答案为：65° ，65° ，155° ． 猜想∠ AOD与∠ BOC的数量关系，并说明理由． 解析： ∵∠ AOB=∠ COD=90° ， ∴∠ AOB+∠ COD=180° ， 又∵∠ AOB=∠ AOD+∠ BOD， ∴∠ AOD+∠ BOD+∠ COD=180° ． 又∵∠ BOD+∠ COD=∠ BOC， ∴∠ AOD+∠ BOC=180° ． 比较∠ AOC与∠ BOD的大小关系，并说明理由． 解析： ∵∠ AOC+∠ AOD=90° ，∠ BOD+∠ AOD=90° ， ∴∠ AOC=∠ BOD．,复合题,角的和差的计算与证明-不需要分类讨论,54
10811,9568,如图所示的六角螺母，其俯视图是( ) 解析： 解：从上面看，是一个正六边形，正六边形的中间是一个圆． 故选：B．,普通题,简单几何体三视图,35
10812,266,"求抛物线解析式． 解析： 由A( -3,0 )，且OC=OA可得C( 0,3)， 设抛物线解析式为y=a( x+3 )( x-1 )， 将C( 0,3 )代入解析式得，-3a=3，解得a=-1， ∴抛物线解析式为y=-{x^2}-2x+3．",普通题,二次函数一般式,23
10813,28269,{(x+m)^2}-{(x+n)^2} =[( )+ ( )][( )-( )] =(  )( )． 解析： 根据平方差公式因式分解．,普通题,利用平方差公式因式分解,97
10814,52901,已知，如图中的两个三角形全等，则∠ α 的度数是（ ）． 解析： 左边图中边长为a，c的两边的夹角为50° ， 右边图中边长为a，c的两边的夹角为α ， 因为两个三角形全等，所以α =50° ， 故选：D．,普通题,全等三角形的对应边与角,13
10815,28578,直线y=x-4在y轴上的截距是 ． 解析： ∵令x=0，则y=-4， ∴直线y=x-4在y轴上的截距是-4． 故答案为：-4．,普通题,一次函数与一元一次方程,65
10816,17993,解不等式1+x/2-2x+1/3<= 1． 解析： 3(1+x)-2(2x+1)<= 6 3+3x-4x-2<= 6 -x<= 5 x>= -5．,普通题,解一元一次不等式,68
10817,43482,"一次函数y=-2x+3的图象与x轴的交点是（ ）． 解析： ∵令y=0，即-2x+3=0，解得x=3/2， ∴一次函数y=-2x+3的图象与x轴的交点分别为( 3/2,0 )． 故选B．",普通题,一次函数与一元一次方程,65
10818,45491,( -a )+( -b )． 解析： ( -a )+( -b )=91/2+2.5=12．,普通题,有理数加法运算,2
10819,40553,解方程：(4x-1)^2=225． 解析： (4x-1)^2=225， 4x-1=±15， ①4x-1=15， 4x=16， x=4， ②4x-1=-15， 4x=-14， x=-7/2， ∴方程的解为x=4或-7/2．,普通题,直接开平方法求一元二次方程的根,52
10820,20543,"当点D在第一象限的抛物线上运动时，(2)中四边形AEDB的面积是否最大？若是，请说明理由；若不是，请求出四边形AEDB面积的最大值． 解析： 连接BE，过点D作DF⊥ x轴交BE于点F，如图2所示． 设直线BE的解析式为y=kx+b， 将B(0,3)、E(3,0)代入y=kx+b， 条件表达式：b=3 \\ 3k+b=0 ，解得：条件表达式：k=-1 \\ b=3 ， ∴直线BE的解析式为y=-x+3． 设D的坐标为(a,-{a^2}+2a+3)（0<}a<{3）， 则点F的坐标为(a,-a+3)， ∴DF=-{a^2}+2a+3-(-a+3)=-{a^2}+3a=-{( a-3/2 )^2}+9/4， ∴{S_△ BDE}=OE* DF=-3/2{( a-3/2 )^2}+27/8． ∴{S_AEDB}={S_△ BDE}+{S_△ AEB}=-3/2{( a-3/2 )^2}+27/8+6=-3/2{( a-3/2 )^2}+75/8． ∴当a=3/2时，{S_AEDB}取最大值，最大值为75/8． 故当点D在第一象限的抛物线上运动时，(2)中四边形AEDB的面积不是最大，四边形AEDB面积的最大值为75/8．",普通题,二次函数与动点问题,77
10821,26461,"求k_1与k_2的值． 解析： 将点( 1,3 )代入直线y={k_1}x得，{k_1}=3， 将( 1,3 )代入双曲线y={k_2}/x得，{k_2}=1× 3=3．",普通题,反比例函数与一次函数综合,133
10822,27209,下列说法正确的是（ ）． 解析： 原点属于坐标轴上的点，故A错； 横坐标为负数的点在第二、三象限以及x轴的负半轴； 当横、纵坐标相等时，互换并不能组成另一个点，故C错．,普通题,象限内坐标的特征,44
10823,32262,按此规律搭下去，搭第n个图形用了 根小木棒．（直接写出结果） 解析： ∵图①用4+1=5根小木棒搭了一个五边形；图②用了4× 2+1=9根小木棒搭了两个五边形；图③用了4× 3+1=13根小木棒搭了三个五边形；*s *s  ∴按此规律搭下去，搭第n个图形用了(4n+1)根小木棒． 故答案为：(4n+1)．,普通题,数列找规律-图形类的等差数列,135
10824,5838,已知|y|<= 1，且2x+y=1，试求2 * x^2+16x+3 * y^2的最小值． 解析： 解： 设w=2 * x^2+16x+3 * y^2，由2x+y=1，得y=1-2x即有w=2 * x^2+16x+3{( 1-2x )^2}，整理后得，w=14 * x^2+4x+3． ∵ |y|<= 1 ∴ -1<= y<= 1，即有-1<= 1-2x<= 1，解这个不等式，得0<= x<= 1． 在w=14 * x^2+4x+3中，对称轴x=-4/2× 14=-1/7，而抛物线的开口向上，故顶点不在0<= x<= 1范围内， ∴ x=0时，{w_{最小}}=3，即2 * x^2+16x+3 * y^2最小值为3．,普通题,一次函数的图象特征与性质,75
10825,43632,如图，半径为5的半圆的初始状态是直径平行于桌面上的直线b，然后把半圆沿直线b进行无滑动滚动，到半圆的直径与直线b重合为止，则圆心O运动路径的长度等于（ ）． 解析： 如图: 圆心O运动路径的长度=OE+弧EO的长=1/4* 2π * 5+1/4* 2π * 5=5π ．,普通题,弧长公式,147
10826,33117,-7/8 -8/9（填 < ，>，=）． 解析： 因为7/8 < 8/9，所以-7/8>-8/9．,普通题,有理数比较大小-利用有理数正负性,61
10827,28524,当x分别取2和-2时，多项式{x^7}+2 * x^4的值（ ） 解析： 把x=2与x=-2分别代入计算，即可做出判断． 当x=2时，原式{2^7}+2× {2^4}>0 当x=-2时，原式=-{2^7}+2× {2^4}>0 则两式异号但绝对值不等．,普通题,整式加减化简求值-直接代入化简求值,143
10828,43649,{( x+3y )^2}+( 2x+y )( x-y )． 解析： {( x+3y )^2}+( 2x+y )( x-y ) ={x^2}+6xy+9 * y^2+2 * x^2-2xy+xy-{y^2} =3 * x^2+5xy+8 * y^2．,普通题,多项式乘多项式,17
10829,37960,如图所示，已知AD//BE，∠ ADC=∠ ACB，点D、C、E在一条直线上，当CD=kBE时，AD=m，BE=n，\sin ∠ E=4/5，求CE长（用含k，m，n的式子表示）． 解析： 已知一边( CD=kBE )+一角( ∠ HDC=∠ E )+目标三角形( △ EBC )． 如图1所示，作∠ DCH=∠ CBE交AD延长线于点H，过点C作CQ⊥ DH于点Q， ∵∠ ADC=∠ ACB， 且∠ ADC+∠ CAD=∠ ACB+∠ BCE， ∴∠ ECB=∠ CAD， ∵AD//BE， ∴∠ HDC=∠ E， ∴△ DCH\backsim △ EBC， ∵CD=kBE=kn，∠ H=∠ ECB=∠ CAD， ∴DH=kCE，CA=CH， ∴DQ=CD\cos ∠ HDC=3/5kn， ∴AQ=AD+DQ=m+3/5kn， ∵CQ⊥ DH，CA=CH， ∴HA=2AQ=2m+6/5kn， ∴HD=HA-DA=2m+6/5kn-m=m+6/5kn， ∴CE=1/kDH=m/k+6/5n．;zk;已知一边( CD=kBE )+一角( ∠ D=∠ BEH )+目标三角形( △ ADC )， 如图2所示，过点B作∠ EBH=∠ DCA交DE延长线于点H，过点B作BQ⊥ DE于点Q， ∴∠ H=∠ CAD=∠ BCH， ∵AD//BE， ∴∠ D=∠ BEH， ∴△ ADC\backsim △ HEB； ∴EH/AD=BE/CD， ∴EH=AD× BE/CD=m/k， ∴QE=BE\cos ∠ CEB=3/5n， ∴CH=2QH=2( QE+EH )=2( 3/5n+m/k )， ∴CE=CH-EH=2( 3/5n+m/k )-m/k=m/k+6/5n．;zk;猜想( AC=kCB )+一角( ∠ DAC=∠ BCE )+目标三角形( △ ADC )， 如图3所示，作∠ CBH=∠ ACD交DE于点H，过点B作BQ⊥ DE于点Q， ∴∠ D=∠ CHB， ∵AD//BE， ∴∠ D+∠ BEH=180° ， ∵∠ BHE+∠ CHB=180° ， ∴∠ BHE=∠ E， ∴BH=BE， ∴△ DAC\backsim △ HCB， ∴CH/AD=BH/CD， ∴CH=AD× BH/DC=AD× BE/DC=m/k， ∴HE=2QE=2BE\cos ∠ E=6/5n， ∴CE=CH+HE=m/k+6/5n．;zk;猜想( AC=kCB )+一角( ∠ DAC=∠ BCE )+目标三角形( △ BCE )， 如图4所示，作∠ ACH=∠ CBE交AD延长线于点H，过点C作CQ⊥ DH于点Q， ∵∠ ECB=∠ CAD， ∴△ ECB\backsim △ HAC， ∴∠ H=∠ E， ∵AD//BE， ∴∠ HDC=∠ E=∠ H， ∴DH=2DQ=2CD\cos ∠ CDH=6/5kn， ∴AH=AD+DH=m+6/5kn， ∴CE/AH=BE/CH， ∴CE=AH× BE/CD=m/k+6/5n．;zk;如图5所示，作∠ ACH=∠ BCE，∠ CAH=∠ CBE交于点H， ∴△ CAH\backsim △ CBE， ∵∠ DAC=∠ BCE， ∴∠ ACH=∠ DAC， ∴CF//AD，过点A作AF//DC交CH于点F，过点A作AQ⊥ CH于点Q， ∴四边形AFCD是平行四边形， ∴∠ AFH=∠ DCH=∠ E=∠ H， ∴HF=2QF=2AF\cos ∠ AFH=2CD\cos ∠ E=6/5kn， ∴CH=CF+HF=AD+HF=m+6/5kn， ∴CE/CH=BE/AH， ∴CE=CH× BE/AH=CH× BE/CD=m/k+6/5n．,普通题,相似三角形的性质与判定综合,11
10830,21638,"求A、B两点的坐标． 解析： 令y=0，得-2x-4=0， 解得x=-2， ∴点A的坐标为(-2,0)， 令x=0，得y=-4， ∴点B的坐标为(0,-4)．",普通题,一次函数与一元一次方程,65
10831,33497,菱形ABCD的边长为5，两条对角线交于O点，且AO，BO的长分别是关于x的方程{x^2}+( 2m-1 )x+{m^2}+3=0的根，则m的值为 ． 解析： 解：由直角三角形的三边关系可得：A * O^2+B * O^2=25， 又由根与系数的关系可得：AO+BO=-2m+1，AO* BO={m^2}+3， ∴ A * O^2+B * O^2={( AO+BO )^2}-2AO* BO={( -2m+1 )^2}-2( {m^2}+3 )=25， 整理得：{m^2}-2m-15=0， 解得：m=-3或5． 又∵ \Delta >0，∴ {( 2m-1 )^2}-4( {m^2}+3 )>0，解得m < -11/4， ∴ m=-3． 故答案为：-3．,普通题,菱形的性质,122
10832,28538,6{( x+2y )^2}+( x+2y )-2． 解析： 原式= 2( x+2y )-1 \ 3( x+2y )+2 \ =( 2x+4y-1 )( 3x+6y+2 )．,普通题,利用平方差公式因式分解,97
